ngram,freq,cumshare,en
bereitete,590448,0.773,prepared
European,590422,0.773,Europe
öffentlicher,590382,0.773,public
leiser,590337,0.773,quieter
unverändert,590209,0.773,unchanged
seltsamen,589981,0.773,strange
Sack,589980,0.773,bag
Märkte,589966,0.773,markets
sparen,589720,0.773,save up
schläft,589650,0.773,is sleeping
Stiefel,589610,0.773,boots
ausgeprägt,589504,0.773,pronounced
fließen,589277,0.773,flow
blickten,589272,0.773,looked
Konferenz,589044,0.773,conference
zögernd,589013,0.773,hesitant
kognitiven,588933,0.773,cognitive
ausüben,588890,0.773,exercise
Kasten,588878,0.773,Crate
Burschen,588565,0.773,boys
Sattel,588482,0.773,saddle
begleitete,588425,0.773,accompanied
Flexibilität,588110,0.773,flexibility
droht,588101,0.773,threatens
vergleiche,588010,0.773,compare
their,588000,0.773,their
studiert,587989,0.773,educated
Fahrrad,587441,0.773,bicycle
Kaisers,587385,0.773,Kaisers
seins,587341,0.773,his
langweilig,587156,0.773,boring
angestellt,587096,0.773,employed
bog,586688,0.774,bent
betonte,586551,0.774,stressed
elektronische,586424,0.774,electronic
bleib,586402,0.774,stay
angemessene,586046,0.774,appropriate
Aufzeichnungen,585922,0.774,records
litt,585766,0.774,suffered
gehorsam,585742,0.774,obedience
aktiviert,585733,0.774,activated
angegriffen,585693,0.774,attacked
vollem,585489,0.774,full
worüber,584875,0.774,about what
bisherige,584723,0.774,previous
privat,584718,0.774,private
aufstand,584594,0.774,revolt
ableiten,584577,0.774,derive
erfordern,584526,0.774,require
ungeheuer,584362,0.774,enormous
organisieren,584071,0.774,to organize
nutzte,583943,0.774,used
Aufstellung,583904,0.774,lineup
vierzehn,583775,0.774,fourteen
fördert,583460,0.774,encourages
Opposition,583329,0.774,opposition
Einbeziehung,583312,0.774,inclusion
Rosen,583215,0.774,roses
verlässt,583075,0.774,leaves
gemerkt,582952,0.774,noticed
Gewohnheit,582952,0.774,habit
geringere,582708,0.774,lesser
Couch,582358,0.774,couch
Töne,581978,0.774,tones
beliebt,581964,0.774,popular
Leichen,581956,0.774,corpses
Konto,581748,0.774,account
irritiert,581663,0.774,irritated
beeindruckt,581660,0.774,impressed
rum,581412,0.774,rum
Tonfall,580967,0.774,Inflection
Taschen,580717,0.774,bags
Annäherung,580544,0.774,approximation
Glied,580512,0.774,element
evaluation,580121,0.774,evaluation
Verse,580095,0.774,verses
ineinander,579985,0.774,into each other
Fell,579980,0.774,fur
annähernd,579825,0.774,nearly
realisieren,579773,0.774,realize
merke,579711,0.774,notice
gesetzlich,579701,0.774,by law
eurem,579566,0.774,your
ertönte,579499,0.774,sounded
Kreativität,579050,0.774,creativity
Vorwürfe,578897,0.774,accusations
Mieter,578610,0.774,renter
nötigen,578547,0.774,necessitate
schwanger,578517,0.774,pregnant
zusammenfassend,578448,0.774,summing up
Spaziergang,578220,0.774,stroll
Marken,578153,0.774,brands
überwunden,578139,0.774,overcome
unglücklich,578030,0.774,unhappy
Tja,577934,0.774,well
kleinste,577920,0.774,smallest
militärische,577883,0.774,military
abgeben,577796,0.774,hand over
grundsätzliche,577684,0.774,basic
edition,577603,0.774,edition
vorzunehmen,577273,0.774,to do
verblüfft,577237,0.774,perplexed
gespeichert,577111,0.774,saved
book,577071,0.774,book
angeführt,577068,0.774,listed
Zugehörigkeit,577001,0.774,belonging
Datenbank,576811,0.774,database
Modus,576724,0.774,mode
Gewissheit,576557,0.774,certainty
unternommen,576541,0.775,undertaken
kontinuierlich,576469,0.775,continually
Website,576454,0.775,site
Koordination,576266,0.775,coordination
Anführer,576183,0.775,leader
aufzubauen,576066,0.775,build up
befestigt,576019,0.775,fastened
vertrieb,575896,0.775,distribution
Offenbarung,575689,0.775,epiphany
unklar,575313,0.775,not clear
Agenten,575278,0.775,agents
wunderbare,575215,0.775,wonderful
senkrecht,575212,0.775,perpendicular
überschritten,575135,0.775,exceeded
vernahm,574993,0.775,heard
Abweichung,574913,0.775,deviation
Göttin,574801,0.775,goddess
leuchtete,574103,0.775,glowed
studierte,573994,0.775,studied
künftigen,573774,0.775,future
psychologische,573667,0.775,psychological
anwesend,573534,0.775,present
Zuständigkeit,573466,0.775,jurisdiction
äußert,573449,0.775,expresses
Mädchens,573415,0.775,girls
Transparenz,573164,0.775,transparency
gemütlich,573122,0.775,cozy
interpretieren,572901,0.775,interpret
Suppe,572744,0.775,soup
momentan,572728,0.775,at the moment
durchschnittlich,572722,0.775,average
differenziert,572711,0.775,differentiated
spürt,572695,0.775,feels
Volumen,572558,0.775,volume
wahnsinnig,571847,0.775,insane
unheimlich,571827,0.775,creepy
benutzte,571628,0.775,used
Ruhm,571474,0.775,fame
Fazit,571427,0.775,conclusion
bester,571425,0.775,best
gesellschaftlicher,571334,0.775,social
untergebracht,571086,0.775,accommodated
Hirn,570952,0.775,brain
Gegebenheiten,570913,0.775,circumstances
physischen,570868,0.775,physical
gewinne,570831,0.775,win
Talent,570772,0.775,talent
entgehen,570760,0.775,escape
Impuls,570736,0.775,pulse
geistig,570731,0.775,mental
Asche,570488,0.775,ash
bahnen,570429,0.775,tracks
abseits,570151,0.775,offside
Kiste,570144,0.775,box
Gift,570043,0.775,poison
weißes,570030,0.775,white
gemein,569832,0.775,mean
Harmonie,569472,0.775,harmony
sexuellen,569447,0.775,sexual
Trend,569405,0.775,trend
nix,569340,0.775,nothing
Pferden,569125,0.775,horses
gekleidet,569073,0.775,dressed
vorzustellen,569001,0.775,to introduce
Restaurants,568650,0.775,restaurants
Ausprägung,568345,0.775,expression
Mechanismus,568340,0.775,mechanism
einheitlichen,568197,0.775,uniform
performance,567930,0.775,performance
unsern,567813,0.775,our
strengen,567652,0.775,strict
internationaler,567637,0.775,international
Skala,567593,0.775,scale
drängen,567347,0.775,push
Fortschritte,567271,0.775,progress
bestraft,566990,0.775,fined
brauchten,566988,0.775,needed
Dateien,566977,0.775,files
Potential,566809,0.775,potential
vernünftig,566776,0.776,reasonable
Nachdruck,566502,0.776,reprint
Organ,566236,0.776,organ
regelrecht,566220,0.776,downright
Infrastruktur,566152,0.776,infrastructure
verderben,566115,0.776,spoil
auslösen,566060,0.776,trigger
Probanden,565798,0.776,subjects
oberste,565399,0.776,top
heilen,565270,0.776,heal
gemeinsames,565249,0.776,common
Psychotherapie,565062,0.776,psychotherapy
grinsend,564952,0.776,grinning
image,564942,0.776,image
erwachsen,564874,0.776,adult
gefährdet,564861,0.776,endangered
Bestellung,564671,0.776,an order
eindeutige,564146,0.776,clear
Präsentation,564084,0.776,presentation
seither,564056,0.776,since
intensive,564002,0.776,intense
Arbeitszeit,563952,0.776,working time
verarbeitet,563479,0.776,processed
Friedhof,563465,0.776,cemetery
vollzogen,563242,0.776,accomplished
Fluch,562986,0.776,curse
Aspekten,562958,0.776,aspects
Vormittag,562766,0.776,late morning
kümmerte,562651,0.776,cared
Bedürfnissen,562637,0.776,needs
formal,562627,0.776,formally
geweckt,562573,0.776,awakened
dokumentiert,562570,0.776,documented
erweiterte,562563,0.776,advanced
Verwertung,562494,0.776,recovery
pflegte,562421,0.776,used
Berichterstattung,562200,0.776,reporting
eifrig,562166,0.776,eager
grosse,561822,0.776,size
Kreislauf,561584,0.776,cycle
heut,561454,0.776,today
beseitigen,561343,0.776,remove
strecken,561226,0.776,stretch
bemerkenswert,561188,0.776,remarkable
Gesprächen,561124,0.776,conversation
regionalen,560993,0.776,regional
trage,560983,0.776,sluggish
persönlicher,560973,0.776,personal
Autorin,560947,0.776,author
wertvolle,560874,0.776,valuable
Labor,560775,0.776,laboratory
gewählten,560755,0.776,chosen
Abstimmung,560722,0.776,poll
akuten,560452,0.776,acute
seinerseits,560333,0.776,in turn
Symbole,560174,0.776,symbols
Säulen,560170,0.776,columns
fernen,559959,0.776,distant
Anschauung,559938,0.776,opinion
Lücke,559670,0.776,gap
Indianer,559610,0.776,native american
Errichtung,559362,0.776,erection
schwebte,559301,0.776,floated
urteilen,559217,0.776,to judge
passende,559119,0.776,matching
Hilfsmittel,558831,0.776,aids
Drama,558574,0.776,drama
Altar,558410,0.776,altar
arbeiteten,558405,0.776,worked
dünn,558325,0.776,slim
Roboter,558266,0.776,robot
zentraler,558124,0.776,more central
nachmittags,558104,0.776,afternoon
flogen,557532,0.776,flew
Deckel,557500,0.776,lid
fesseln,557311,0.776,tie up
intensiver,557212,0.776,more intense
erlangt,557177,0.776,obtained
irre,556921,0.776,crazy
spiegelt,556744,0.776,reflects
Zeichnung,556585,0.777,drawing
wehren,556412,0.777,fight back
nacheinander,556363,0.777,successively
einheitliche,556328,0.777,standardized
Niederlage,556297,0.777,defeat
Überlegung,556238,0.777,consideration
rauschen,556110,0.777,rush
verwandeln,556102,0.777,transform
Wortlaut,555781,0.777,text
gerechtfertigt,555638,0.777,justified
glücklicherweise,555629,0.777,happily
hieraus,555549,0.777,from here
Äußerung,555325,0.777,utterance
Nationalbibliothek,555313,0.777,National Library
Sätzen,555232,0.777,sentences
gestoßen,555162,0.777,encountered
Empfehlung,554876,0.777,recommendation
Wurzel,554871,0.777,root
Schleier,554865,0.777,veil
bißchen,554836,0.777,a little
Hochschulen,554774,0.777,colleges
vernichtet,554766,0.777,destroyed
einher,554752,0.777,along
Eröffnung,554678,0.777,opening
juristische,554483,0.777,legal
verwandt,554476,0.777,related
gewaltige,554425,0.777,tremendous
Obst,554410,0.777,fruit
Antlitz,554361,0.777,face
Angehörige,554262,0.777,relatives
fühlten,553989,0.777,felt
belastet,553906,0.777,burdened
schrecklichen,553724,0.777,terrible
Verbraucher,553494,0.777,consumer
nebenbei,553487,0.777,alongside
schreckliche,553383,0.777,terrible
Jungfrau,553176,0.777,Virgo
bewahrt,553106,0.777,preserved
umarmte,552654,0.777,hugged
Gepäck,552626,0.777,Baggage
Nebenwirkungen,552553,0.777,side effects
gestiegen,552412,0.777,gone up
jüngsten,552349,0.777,youngest
Tumoren,552234,0.777,tumors
zunehmenden,552191,0.777,increasing
schlimmste,551710,0.777,worst
Witwe,551538,0.777,widow
Schiffes,551520,0.777,ship
Schmuck,551481,0.777,jewelry
gesteckt,551327,0.777,plugged
schüttelt,551167,0.777,shakes
Klinge,551152,0.777,blade
Ästhetik,550828,0.777,aesthetics
anziehen,550717,0.777,put on
Kellner,550635,0.777,waiter
Rechtfertigung,550578,0.777,justification
bezeichneten,550548,0.777,designated
Uniform,550261,0.777,uniform
Aha,550216,0.777,Aha
gehofft,550062,0.777,hoped
lenkte,549982,0.777,directed
behielt,549839,0.777,kept
vorherigen,549832,0.777,previous
feuchten,549830,0.777,moist
mitbekommen,549793,0.777,noticed
Flaschen,549698,0.777,bottles
Hypothesen,549600,0.777,hypotheses
schwierige,549481,0.777,difficult
katholische,549377,0.777,Catholic
Kapitels,549324,0.777,chapter
angegebenen,549314,0.777,specified
Kugeln,549246,0.777,balls
Scheidung,549160,0.777,divorce
überein,549039,0.777,match
weitergehen,548993,0.777,move on
sonderlich,548956,0.777,special
Flamme,548955,0.777,flame
zusammenhängen,548754,0.777,related
Aktivierung,548600,0.777,activation
inklusive,548430,0.777,included
diverse,548243,0.777,various
Salon,548192,0.778,salon
räumliche,548145,0.778,spatial
verdeutlichen,548073,0.778,clarify
Polizist,548056,0.778,police officer
Bakterien,547812,0.778,bacteria
Elektronen,547719,0.778,electrons
friedlich,547701,0.778,peaceful
verschwanden,547648,0.778,disappeared
mächtige,547622,0.778,powerful
Instituts,547589,0.778,institute
gesorgt,547520,0.778,taken care of
Werkstatt,547444,0.778,workshop
Schenkel,547365,0.778,leg
nochmal,546969,0.778,once again
Autors,546918,0.778,authors
Gültigkeit,546634,0.778,validity
formale,546604,0.778,formal
Umschlag,546422,0.778,envelope
ausgebildet,546302,0.778,educated
Poesie,546253,0.778,poetry
Stube,546223,0.778,parlour
Maul,546100,0.778,mouth
präsentieren,545964,0.778,present
kroch,545827,0.778,crawled
befunden,545606,0.778,found
nachhaltig,545381,0.778,consistent
seitlich,545298,0.778,laterally
Fußball,545297,0.778,soccer
verleihen,545186,0.778,to lend
glaubten,545146,0.778,believed
Oper,544838,0.778,opera
geschossen,544816,0.778,shot
Einordnung,544615,0.778,classification
backen,544602,0.778,to bake
Dankbarkeit,544581,0.778,gratitude
möglicher,544580,0.778,possible
neigte,544434,0.778,inclined
fünften,544235,0.778,fifth
geteilt,544172,0.778,divided
Thron,543970,0.778,throne
Indikatoren,543944,0.778,indicators
geheiratet,543710,0.778,got married
warfen,543688,0.778,threw
Schüssel,543650,0.778,bowl
verbreitete,543548,0.778,spread
theologischen,543259,0.778,theological
Fahrzeuge,543259,0.778,vehicles
Ableitung,543219,0.778,derivation
regionale,543204,0.778,regional
Typus,543193,0.778,type
erschrak,543120,0.778,startled
begegnete,542976,0.778,met
kurzfristig,542874,0.778,short term
erstreckt,542692,0.778,extends
unabhängige,542604,0.778,independent
reißen,542572,0.778,tear
Anspannung,542532,0.778,tension
Ecken,542474,0.778,corners
Ausbau,542472,0.778,expansion
Abnahme,542328,0.778,acceptance
keuchte,542194,0.778,gasped
bittet,542023,0.778,asks
versammelt,541648,0.778,gathered
Besprechung,541595,0.778,meeting
aufgehört,541517,0.778,stopped
erzähle,541438,0.778,tell
Beschaffenheit,541382,0.778,nature
Abwehr,541313,0.778,defense
Verwirklichung,541297,0.778,realization
gewünschte,541148,0.778,desired
vorläufig,541068,0.778,provisionally
ästhetischen,541051,0.778,aesthetic
überlebt,540649,0.778,survived
passenden,540588,0.778,matching
fließt,540563,0.778,flows
polnischen,540495,0.778,polish
Müdigkeit,540432,0.778,fatigue
besagt,540424,0.778,said
moderner,540242,0.778,more modern
geschlossene,539855,0.778,closed
Ermittlungen,539831,0.778,investigations
hältst,539706,0.778,hold
Hang,539701,0.778,hillside
Reste,539588,0.779,leftovers
Weges,539089,0.779,way
schickt,538915,0.779,sends
gepackt,538700,0.779,packed
Herrin,538611,0.779,mistress
Vorfeld,538449,0.779,apron
wunderschön,538228,0.779,very beautiful
verstärkte,538079,0.779,strengthened
herrschenden,538076,0.779,ruling
Opladen,537782,0.779,Opladen
primäre,537769,0.779,primary
Dietrich,537760,0.779,Lockpick
verlief,537725,0.779,went
Hahn,537616,0.779,Faucet
hunderte,537548,0.779,hundreds
Gesetzgebung,537408,0.779,legislation
zunehmender,537100,0.779,increasing
blättern,537078,0.779,scroll
Apparat,536860,0.779,apparatus
Zeitschriften,536802,0.779,magazines
Arbeitslosigkeit,536782,0.779,unemployment
leidet,536574,0.779,suffers
riefen,536425,0.779,shouted
Tendenzen,536324,0.779,tendencies
abgegeben,536320,0.779,delivered
chronische,536318,0.779,chronic
vertrauten,536235,0.779,trusted
Pflanze,536219,0.779,plant
Oberschenkel,536079,0.779,thigh
Ausblick,536015,0.779,outlook
Tabellen,535871,0.779,tables
definitiv,535745,0.779,definitive
ausreichende,535685,0.779,sufficient
vorübergehend,535672,0.779,in the interim
Rückzug,535219,0.779,retreat
repräsentiert,535208,0.779,represented
unwahrscheinlich,535178,0.779,unlikely
akute,534793,0.779,acute
diesbezüglich,534777,0.779,in this regard
führe,534728,0.779,lead
Sender,534565,0.779,channel
malen,534524,0.779,to paint
verschiedensten,534408,0.779,various
Verhandlung,534183,0.779,negotiation
Vorhang,533903,0.779,curtain
first,533883,0.779,first
Ketten,533808,0.779,chains
traute,533617,0.779,dared
wahrzunehmen,533536,0.779,to perceive
Oberst,533434,0.779,colonel
worum,533353,0.779,what
fasst,533346,0.779,takes
Zielgruppe,533341,0.779,target group
engeren,533153,0.779,closer
Wahlen,533132,0.779,choose
rasen,533129,0.779,race
Steinen,533095,0.779,stones
steif,533066,0.779,stiff
Atmung,532956,0.779,breathing
Kennzahlen,532913,0.779,metrics
halber,532760,0.779,because
geliefert,532708,0.779,delivered
jährigen,532586,0.779,year olds
sachlich,532283,0.779,thorough
Verweis,532250,0.779,reference
Stellungnahme,532181,0.779,opinion
Versteck,532150,0.779,hideout
logische,531971,0.779,logical
nu,531897,0.779,now
benötigte,531828,0.779,needed
pädagogische,531810,0.779,educational
nachgedacht,531753,0.779,thought
tolle,531690,0.779,amazing
frühzeitig,531600,0.779,early
blass,531595,0.779,pale
Messungen,531310,0.779,measurements
Kandidaten,531250,0.779,candidates
springt,530965,0.779,jumps
verhältnismäßig,530801,0.779,relatively
po,530725,0.779,po
widmen,530502,0.779,dedicate
Diabetes,530497,0.779,diabetes
integrieren,530450,0.779,integrate
Projekten,530424,0.779,projects
nass,530351,0.78,wet
schmeckt,530063,0.78,tastes
Anstrengungen,530003,0.78,efforts
bauten,529833,0.78,buildings
Ausländer,529796,0.78,Foreigner
richtiger,529781,0.78,more correct
jahrelang,529517,0.78,for years
wählt,529452,0.78,chooses
Erzähler,529372,0.78,teller
wehrte,529138,0.78,resisted
Opa,529137,0.78,Grandpa
teilnehmen,528920,0.78,take part
Feier,528910,0.78,celebration
Optimierung,528875,0.78,optimization
verantwortlichen,528865,0.78,responsible
Bucht,528734,0.78,bay
verarbeiten,528706,0.78,to process
eingenommen,528682,0.78,taken
Blüten,528627,0.78,blossoms
mitteilen,528618,0.78,communicate
unauffällig,528609,0.78,unobtrusive
schlage,528577,0.78,beat
Gewehr,528494,0.78,gun
Anmerkung,528464,0.78,annotation
mangels,528285,0.78,lack
Warnung,528256,0.78,warning
Bursche,528246,0.78,boy
leichtes,528149,0.78,light
schiebt,528137,0.78,pushes
Adler,528089,0.78,eagle
taucht,528087,0.78,dives
wette,527806,0.78,bet
entfernten,527800,0.78,removed
Menschenrechte,527758,0.78,human rights
Kapitalismus,527572,0.78,capitalism
Bande,527473,0.78,band
scharfe,527467,0.78,sharp
resultiert,527355,0.78,results
eingetragen,527123,0.78,registered
beraten,526983,0.78,to advise
niedrige,526758,0.78,low
kommunizieren,526724,0.78,communicate
gestand,526595,0.78,confessed
enthaltenen,526577,0.78,included
positiver,526339,0.78,more positive
just,526336,0.78,just
zielt,526285,0.78,aims
schwarzes,526226,0.78,black
unerwartet,526058,0.78,unexpectedly
angeben,526026,0.78,specify
flach,525917,0.78,flat
abgebildet,525665,0.78,pictured
durchschnittliche,525649,0.78,average
Briefen,525585,0.78,letters
Sphäre,525485,0.78,sphere
schreie,525338,0.78,scream
spazieren,525297,0.78,to stroll
Festung,525268,0.78,fortress
starren,525224,0.78,stare
griechische,525039,0.78,Greek
Flüchtlinge,524956,0.78,refugees
modern,524865,0.78,modern
globale,524627,0.78,global
ungeachtet,524575,0.78,regardless
Flotte,524555,0.78,fleet
produzieren,524068,0.78,to produce
Sendung,523986,0.78,broadcast
Implementierung,523901,0.78,implementation
schlossen,523837,0.78,closed
beseitigt,523789,0.78,eliminated
Kamin,523749,0.78,Chimney
Abbau,523706,0.78,degradation
Zeuge,523621,0.78,witness
fasziniert,523506,0.78,Charmed
verabschiedet,523491,0.78,adopted
vernichten,523322,0.78,destroy
verdammte,523245,0.78,damn
unbewusst,523207,0.78,unconsciously
Erforschung,522720,0.78,exploration
wesentlicher,522612,0.78,essential
erfunden,522592,0.78,invented
Kommando,522508,0.78,command
spezifisch,522488,0.78,specific
Intervention,522315,0.78,intervention
Migration,522114,0.78,migration
Format,521967,0.781,format
satt,521891,0.781,fed up
gestohlen,521869,0.781,stolen
kämpfe,521772,0.781,fight
Resultate,521717,0.781,results
schriftliche,521140,0.781,written
wärst,521127,0.781,would be
psychologischen,521025,0.781,psychological
demzufolge,520963,0.781,consequently
formalen,520813,0.781,formal
Definitionen,520591,0.781,definitions
versichert,520521,0.781,insured
genauen,520393,0.781,exact
stärksten,520341,0.781,strongest
sowjetischen,520299,0.781,soviet
Verschiebung,520256,0.781,shift
wahrlich,520225,0.781,verily
Durchsetzung,520093,0.781,enforcement
Gebilde,520064,0.781,structure
leises,520041,0.781,quiet
Wäsche,519973,0.781,laundry
Vorschein,519910,0.781,appearance
beeinträchtigt,519575,0.781,impaired
eingeschlafen,519559,0.781,fell asleep
Bildes,519541,0.781,picture
angedeutet,519498,0.781,implied
äußerlich,519380,0.781,externally
Stoß,519261,0.781,bump
löschen,519224,0.781,clear
absichtlich,519120,0.781,intentionally
raten,518845,0.781,guess
Konsum,518776,0.781,consumption
abhängt,518690,0.781,depends
kleinsten,518576,0.781,smallest
Veranstaltung,518372,0.781,event
wisst,518139,0.781,know
zurückzukehren,518024,0.781,to return
jagen,517973,0.781,to hunt
Betrachtungen,517814,0.781,considerations
Wesens,517712,0.781,essence
Scherz,517689,0.781,joke
Nachbarschaft,517687,0.781,neighborhood
gewidmet,517631,0.781,dedicated
Vers,517592,0.781,verse
Rente,517513,0.781,pension
ignorieren,517433,0.781,to ignore
vorderen,517318,0.781,front
Adel,517197,0.781,noble
Innovationen,516904,0.781,innovations
überschreiten,516555,0.781,exceed
begrüßt,516542,0.781,welcomed
wundern,516233,0.781,wonder
energisch,516202,0.781,energetic
Seufzer,516086,0.781,sigh
schreit,516045,0.781,cries
Manne,515990,0.781,man
Überzeugungen,515981,0.781,beliefs
Therapeuten,515810,0.781,therapists
Rates,515765,0.781,rates
kürzlich,515681,0.781,recently
abgenommen,515664,0.781,removed
Illusion,515645,0.781,illusion
führenden,515498,0.781,leading
geduldig,515334,0.781,patiently
Historiker,515267,0.781,historian
betreffende,515197,0.781,concerned
erschaffen,514982,0.781,create
eröffnen,514897,0.781,open
binnen,514721,0.781,within
Rekonstruktion,514632,0.781,reconstruction
Kapelle,514537,0.781,chapel
gelandet,514497,0.781,landed
ausländische,514441,0.781,foreign
giebt,514337,0.781,gives
Betonung,514042,0.781,emphasis
Fantasie,513840,0.781,fantasy
definierten,513686,0.781,defined
neuesten,513487,0.781,latest
Empfindung,513264,0.781,sensation
geraden,513257,0.781,straight
Geiste,513048,0.781,spirits
lateinischen,512824,0.781,Latin
gelbe,512713,0.781,yellow
nebst,512621,0.781,along with
Pariser,512517,0.781,Parisians
größter,512464,0.781,biggest
fügt,512148,0.781,adds
aufpassen,512100,0.782,watch after
skeptisch,512093,0.782,skeptical
hörst,511969,0.782,hear
Ärmel,511960,0.782,sleeve
demokratische,511954,0.782,democratic
hübschen,511789,0.782,pretty
kümmert,511707,0.782,takes care
einheimischen,511633,0.782,native
stell,511605,0.782,deputy
bedeutend,511331,0.782,significant
gegeneinander,511237,0.782,against each other
Bündel,510924,0.782,bunch
eingreifen,510733,0.782,intervention
hinzufügen,510688,0.782,add
kletterte,510652,0.782,climbed
Vergütung,510437,0.782,compensation
Ausschluss,510437,0.782,exclusion
lungen,510385,0.782,lungs
abgerufen,510348,0.782,retrieved
offener,510279,0.782,more open
befürchten,510231,0.782,fear
Strömung,510142,0.782,flow
mangelnde,510073,0.782,lack
äußerte,510007,0.782,expressed
wieviel,509871,0.782,how much
müsst,509865,0.782,must
Weiber,509827,0.782,women
exemplarisch,509725,0.782,exemplary
infrage,509715,0.782,in question
durchsetzen,509635,0.782,push through
bedeutsam,509505,0.782,significant
abrufbar,509376,0.782,available
blonde,509255,0.782,blonde
Überwindung,509200,0.782,overcoming
schlimmsten,509079,0.782,worst
Gästen,508912,0.782,guests
nachfolgend,508875,0.782,below
Regierungen,508765,0.782,governments
Dämonen,508547,0.782,demons
Herausgeber,508448,0.782,editor
vernehmen,508413,0.782,hear
reißt,508227,0.782,tears
lichte,508147,0.782,light
beschriebene,508120,0.782,described
Verstärkung,508099,0.782,reinforcement
gefährliche,508032,0.782,dangerous
gelangte,507909,0.782,reached
betriebliche,506854,0.782,operational
freundlichen,506821,0.782,friendly
bestens,506793,0.782,fine
streiten,506553,0.782,to quarrel
operative,506520,0.782,operational
innerer,506507,0.782,inner
kühle,506318,0.782,cool
Globalisierung,506194,0.782,globalization
Umwandlung,506081,0.782,conversion
Wendung,506016,0.782,turn
Bewältigung,505983,0.782,coping
Munde,505909,0.782,mouth
aufgefordert,505742,0.782,asked
Klärung,505711,0.782,clarification
ausgewählte,505641,0.782,selected
lese,505587,0.782,reading
Vorfahren,505457,0.782,ancestors
Krebs,505346,0.782,cancer
Sozialismus,505287,0.782,socialism
hervorgehoben,505187,0.782,highlighted
Mehl,505130,0.782,flour
wachsenden,505057,0.782,growing
meiste,504948,0.782,most
arabischen,504899,0.782,Arab
neuere,504890,0.782,newer
Stärkung,504832,0.782,strengthening
alltäglichen,504730,0.782,common
Einblick,504705,0.782,insight
Geschenke,504382,0.782,gifts
verfügte,504353,0.782,decreed
zweifeln,504215,0.782,doubt
dynamische,504209,0.782,dynamic
Kennzeichen,504182,0.782,mark
umfangreiche,504180,0.782,extensive
unabhängigen,504150,0.782,independent
versagt,503933,0.782,failed
lernenden,503906,0.782,learners
mechanische,503852,0.782,mechanical
aufgezeigt,503786,0.782,shown
südlich,503702,0.782,southern
Ideologie,503658,0.782,ideology
Darm,503638,0.783,colon
Handgelenk,503598,0.783,wrist
Entschluss,503481,0.783,decision
widersprechen,503182,0.783,contradict
Köpfen,503176,0.783,heads
Seil,503156,0.783,rope
befassen,503075,0.783,deal with
sinnlos,503064,0.783,pointless
stammte,503013,0.783,came from
Haken,503003,0.783,hook
überflüssig,502981,0.783,superfluous
ärgerlich,502977,0.783,aggravating
Mitwirkung,502967,0.783,participation
verspürte,502920,0.783,felt
zurückgezogen,502723,0.783,withdrawn
spalten,502350,0.783,columns
Orden,502325,0.783,medal
nähern,502302,0.783,approach
nirgendwo,502165,0.783,nowhere
Besonderheit,502139,0.783,special feature
fortan,502012,0.783,henceforth
aufgetaucht,501906,0.783,surfaced
juristischen,501809,0.783,legal
Militär,501792,0.783,military
gefährlichen,501551,0.783,dangerous
inhaltlichen,501540,0.783,content
mischte,501305,0.783,mixed
predigt,501099,0.783,sermon
beliebig,500386,0.783,any
festlegen,500304,0.783,determine
einkaufen,500043,0.783,shop
Balkon,500003,0.783,balcony
kombiniert,499974,0.783,combined
misstrauisch,499969,0.783,suspicious
Anstalten,499856,0.783,institutions
bunte,499814,0.783,colorful
bedürfen,499701,0.783,require
Arbeitsmarkt,499686,0.783,labour market
nannten,499584,0.783,called
Meldung,499489,0.783,report
geringeren,499147,0.783,lesser
großartig,499007,0.783,great
braune,498981,0.783,tan
klopfen,498956,0.783,beat
Möbel,498862,0.783,furniture
Übersetzungen,498736,0.783,translations
verletzen,498651,0.783,violate
Inhaber,498541,0.783,owner
chronischen,498489,0.783,chronic
kühlen,498442,0.783,cool
erlaubte,498260,0.783,allowed
beigetragen,498205,0.783,contributed
folgend,498198,0.783,following
Genuss,497967,0.783,enjoyment
Franken,497951,0.783,francs
lebendigen,497791,0.783,living
Zuneigung,497765,0.783,affection
jetzigen,497674,0.783,present
Akteuren,497538,0.783,actors
unvermittelt,497528,0.783,suddenly
Bewunderung,497410,0.783,admiration
Mahlzeit,497391,0.783,meal time
ruhigen,497188,0.783,calm
Überlieferung,496888,0.783,lore
herausgefunden,496810,0.783,found out
pünktlich,496531,0.783,punctual
Renaissance,496459,0.783,renaissance
klinisch,496407,0.783,clinical
Gruß,496393,0.783,greeting
Thematik,496335,0.783,topic
summen,496312,0.783,buzz
intellektuellen,496275,0.783,intellectuals
Chronik,496270,0.783,timeline
Institute,496199,0.783,institutes
junges,496170,0.783,young
bewährt,496121,0.783,proven
echter,495960,0.783,real
klappte,495735,0.783,worked
Helfer,495613,0.783,helper
Beeinflussung,495576,0.783,influencing
Kohle,495529,0.783,money
Spalt,495499,0.783,gap
individueller,495388,0.783,more individual
Lasten,495095,0.783,loads
riß,495048,0.783,crack
bemerkbar,495020,0.783,noticeable
kaufte,494951,0.783,bought
kollektiven,494864,0.783,collective
profitieren,494817,0.783,benefit
zerrte,494724,0.783,tugged
empfing,494681,0.784,received
maximale,494595,0.784,maximum
sozialistischen,494516,0.784,socialist
etabliert,494379,0.784,established
vorkommt,494032,0.784,occurs
magst,493956,0.784,like
geschätzt,493881,0.784,estimated
Abteilungen,493749,0.784,departments
Gebäudes,493675,0.784,building
